"publicdesc";"groupdesc";"privatedesc"
"SsgA-GFP from Phjl401 RA-gfp";"Fill in your group notes here.";"Fill in your private notes here."
"SsgA-GFP from Phjl401 RA-gfp";"Fill in your group notes here.";"Fill in your private notes here."
"SsgA-GFP from Phjl401 RA-gfp";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"MreB-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
"SsgC-GFP";"Fill in your group notes here.";"Fill in your private notes here."
